EDC3_gas_a (yr),CO2 (ppmv),Gasage (yr BP) ,CO2 (ppmv),sigma mean CO2 (ppmv),bag,ztop,EDC3béta,AICC2012,deutfinal,temp,acc-EDC3beta,celsius,Bag,ztop,Age,Deuterium,Temperature,bag,ztop,EDC3béta,AICC2012,deutfinal,temp,acc-EDC3beta,Year,Month,Median montly series,Date,EDC1999 depth,gas age (edc3_gas_a),CH4 mean,1 s uncertainty,"Bern, Grenoble"
1153.0,277.7,-36.616016200000104,344.71776861346984,0.09387945585027316,13,6.6,38.51757,31.06,-390.9,218.3,3.07229,-54.849999999999966,13.0,6.6,38.37379,-390.9,0.88,13,6.6,38.51757,31.06,-390.9,218.3,3.07229,1712.0,1.0,42.6,1712-01-01,112.14,459.0,670.0,10.0,g
1233.0,278.7,-36.14322833999995,343.9736767615952,0.060520378828762864,14,7.15,47.00211,39.72333333,-385.1,219.2,3.055912,-53.94999999999999,14.0,7.15,46.81203,-385.1,1.84,14,7.15,47.00211,39.72333333,-385.1,219.2,3.055912,1712.0,2.0,31.3,1712-02-01,113.03,478.0,644.0,10.0,b
1350.0,277.4,-35.76218001999996,343.1107520502481,0.14370612931476692,15,7.7,55.20552,48.38666667,-377.8,220.4,3.043866,-52.74999999999997,15.0,7.7,55.05624,-377.8,3.04,15,7.7,55.20552,48.38666667,-377.8,220.4,3.043866,1712.0,3.0,83.9,1712-03-01,114.67,533.0,670.0,10.0,g
1453.0,279.2,-34.916752950000046,342.0519764062061,0.46168058172044946,16,8.25,64.43646,57.05,-394.1,217.7,3.027896,-55.44999999999999,16.0,8.25,64.41511,-394.1,0.35,16,8.25,64.43646,57.05,-394.1,217.7,3.027896,1712.0,4.0,102.7,1712-04-01,114.78,539.0,668.0,10.0,g
1552.0,280.0,-33.07684986999993,341.3292967441024,0.09745203958926607,17,8.8,73.05573,66.38,-398.7,217.0,3.011312,-56.14999999999998,17.0,8.8,73.15077,-398.7,-0.42,17,8.8,73.05573,66.38,-398.7,217.0,3.011312,1712.0,5.0,60.1,1712-05-01,115.22,554.0,680.0,10.0,g
1638.0,278.9,-33.02591865999989,339.4604885213476,0.30194194663196283,18,9.35,81.72349,75.71,-395.9,217.4,2.994881,-55.74999999999997,18.0,9.35,81.93244,-395.9,0.05,18,9.35,81.72349,75.71,-395.9,217.4,2.994881,1712.0,6.0,102.7,1712-06-01,118.48,668.0,667.0,10.0,b
1733.0,278.7,-29.14258988000006,334.84855553252345,0.3749721983570837,19,9.9,90.43857,85.04,-395.9,217.4,2.92487,-55.74999999999997,19.0,9.9,90.75925,-395.9,0.05,19,9.9,90.43857,85.04,-395.9,217.4,2.92487,1712.0,7.0,200.4,1712-07-01,118.74,678.0,669.0,10.0,g
1812.0,278.0,-26.796750369999927,335.54695345792317,0.6340970031591255,20,10.45,99.70485,94.86333333,-399.3,216.9,2.678806,-56.24999999999997,20.0,10.45,99.97031,-399.3,-0.52,20,10.45,99.70485,94.86333333,-399.3,216.9,2.678806,1712.0,8.0,106.5,1712-08-01,120.85,736.0,680.0,10.0,b
1931.0,276.9,-26.67036968000002,332.3689555204767,1.2670729590719434,21,11.0,109.8195,104.6866667,-391.4,218.2,2.668117,-54.94999999999999,21.0,11.0,109.88879,-391.4,0.79,21,11.0,109.8195,104.6866667,-391.4,218.2,2.668117,1712.0,9.0,111.5,1712-09-01,121.15,742.0,643.0,10.0,b
2057.0,276.7,-25.570921230000067,332.3656863259178,0.03940064690413842,22,11.55,119.2176,114.51,-399.5,216.8,2.660774,-56.349999999999966,22.0,11.55,119.25888,-399.5,-0.55,22,11.55,119.2176,114.51,-399.5,216.8,2.660774,1712.0,10.0,180.4,1712-10-01,124.34,861.0,664.0,10.0,g
2128.0,276.7,-24.133413320000045,331.54980566810485,0.6341096077098353,23,12.1,129.3916,124.6733333,-402.9,216.3,2.65627,-56.849999999999966,23.0,12.1,129.40378,-402.9,-1.11,23,12.1,129.3916,124.6733333,-402.9,216.3,2.65627,1712.0,11.0,175.4,1712-11-01,124.58,869.0,647.0,10.0,b
2212.0,277.6,-22.088334380000106,328.41588801232757,0.6341029732809323,24,12.65,139.9534,134.8366667,-393.9,217.8,2.655582,-55.349999999999966,24.0,12.65,139.93889,-393.9,0.38,24,12.65,139.9534,134.8366667,-393.9,217.8,2.655582,1712.0,12.0,55.1,1712-12-01,125.29,897.0,648.0,10.0,g
2334.0,277.9,-22.041017810000085,330.3504422217994,2.2143920320771286,25,13.2,150.1377,145.0,-398.6,217.0,2.659589,-56.14999999999998,25.0,13.2,150.10205,-398.6,-0.4,25,13.2,150.1377,145.0,-398.6,217.0,2.659589,1713.0,1.0,97.3,1713-01-01,126.33,939.0,640.0,10.0,g
2433.0,273.9,-20.872681979999925,326.3093257445175,1.3421433574187778,26,13.75,160.6797,155.4433333,-389.8,218.4,2.662412,-54.74999999999997,26.0,13.75,160.58005,-389.8,1.05,26,13.75,160.6797,155.4433333,-389.8,218.4,2.662412,1713.0,2.0,107.1,1713-02-01,126.75,946.0,636.0,10.0,g
2536.0,278.9,-20.65630200999999,326.6491948420144,1.1616820462425592,27,14.3,171.2088,165.8866667,-394.5,217.7,2.66669,-55.44999999999999,27.0,14.3,171.01834,-394.5,0.28,27,14.3,171.2088,165.8866667,-394.5,217.7,2.66669,1713.0,3.0,60.9,1713-03-01,129.18,1037.0,635.0,10.0,b
2604.0,275.3,-20.637150239999983,324.9059936630005,0.17552764973670698,28,14.85,181.7194,176.33,-400.5,216.7,2.672306,-56.44999999999999,28.0,14.85,181.44466,-400.5,-0.72,28,14.85,181.7194,176.33,-400.5,216.7,2.672306,1713.0,4.0,30.5,1713-04-01,130.79,1092.0,633.0,10.0,g
2728.0,274.7,-20.22168347999991,324.5570616692709,0.6340878698843293,29,15.4,191.8325,186.7333333,-403.6,216.2,2.678883,-56.94999999999999,29.0,15.4,191.48283,-403.6,-1.23,29,15.4,191.8325,186.7333333,-403.6,216.2,2.678883,1713.0,5.0,70.7,1713-05-01,131.83,1132.0,644.0,10.0,b
2806.0,276.3,-19.423218019999922,324.70605757685405,0.6340788835955808,30,15.95,202.293,197.1366667,-393.1,217.9,2.734536,-55.24999999999997,30.0,15.95,201.87233,-393.1,0.51,30,15.95,202.293,197.1366667,-393.1,217.9,2.734536,1713.0,6.0,76.6,1713-06-01,134.25,1217.0,643.0,10.0,g
2902.0,274.6,-18.98437082999999,325.07717594979096,0.6340901325992147,31,16.5,212.5394,207.54,-410.9,215.0,2.745716,-58.14999999999998,31.0,16.5,212.18626,-410.9,-2.44,31,16.5,212.5394,207.54,-410.9,215.0,2.745716,1713.0,7.0,160.1,1713-07-01,134.48,1225.0,629.0,10.0,b
3053.0,276.3,-18.813869489999888,324.08551736938495,0.6340723741433282,32,17.05,223.471,218.3533333,-393.6,217.8,2.75664,-55.349999999999966,32.0,17.05,223.16292,-393.6,0.42,32,17.05,223.471,218.3533333,-393.6,217.8,2.75664,1713.0,8.0,127.7,1713-08-01,135.19,1248.0,635.0,10.0,g
3116.0,273.1,-18.53874855999993,320.38065078205506,1.161646626068965,33,17.6,233.9967,229.1666667,-391.1,218.2,2.768041,-54.94999999999999,33.0,17.6,233.73909,-391.1,0.84,33,17.6,233.9967,229.1666667,-391.1,218.2,2.768041,1713.0,9.0,39.3,1713-09-01,137.75,1338.0,635.0,10.0,g
3215.0,274.0,-16.78904407999994,320.4923553617883,1.161661606592592,34,18.15,244.8395,239.98,-391.9,218.1,2.764792,-55.04999999999998,34.0,18.15,244.64073,-391.9,0.71,34,18.15,244.8395,239.98,-391.9,218.1,2.764792,1713.0,10.0,41.3,1713-10-01,137.98,1349.0,650.0,10.0,g
3336.0,275.0,-16.54523532999997,322.1747797142201,1.3421349593107779,35,18.7,255.6953,251.3866667,-396.3,217.4,2.687325,-55.74999999999997,35.0,18.7,255.49973,-396.3,-0.02,35,18.7,255.6953,251.3866667,-396.3,217.4,2.687325,1713.0,11.0,90.4,1713-11-01,140.73,1431.0,631.0,10.0,b
3453.0,273.4,-15.866011569999955,320.98156635342656,1.742192460570347,36,19.25,266.864,262.7933333,-397.0,217.3,2.699987,-55.849999999999966,36.0,19.25,266.61209,-397.0,-0.14,36,19.25,266.864,262.7933333,-397.0,217.3,2.699987,1713.0,12.0,80.6,1713-12-01,141.07,1443.0,638.0,10.0,g
3523.0,273.0,-15.297878110000056,319.1950596158425,0.9505340862308761,37,19.8,277.9812,274.2,-404.7,216.0,2.712933,-57.14999999999998,37.0,19.8,277.77097,-404.7,-1.41,37,19.8,277.9812,274.2,-404.7,216.0,2.712933,1714.0,1.0,42.4,1714-01-01,143.38,1527.0,632.0,10.0,b
3622.0,271.5,-15.226349230000096,319.8929363220089,0.6340673091157356,38,20.35,289.4143,286.1633333,-398.2,217.1,2.726437,-56.04999999999998,38.0,20.35,289.25006,-398.2,-0.34,38,20.35,289.4143,286.1633333,-398.2,217.1,2.726437,1714.0,2.0,80.5,1714-02-01,144.04,1551.0,630.0,10.0,g
3721.0,275.4,-13.564495589999979,319.12347301713646,0.9414084379614795,39,20.9,301.1585,298.1266667,-395.2,217.6,2.724871,-55.54999999999998,39.0,20.9,301.04303,-395.2,0.16,39,20.9,301.1585,298.1266667,-395.2,217.6,2.724871,1714.0,3.0,53.9,1714-03-01,145.8,1620.0,610.0,10.0,g
3790.0,274.9,-13.200018279999995,319.06606441856763,0.6340641844304099,40,21.45,312.545,310.09,-403.5,216.2,2.730676,-56.94999999999999,40.0,21.45,312.44177,-403.5,-1.22,40,21.45,312.545,310.09,-403.5,216.2,2.730676,1714.0,4.0,56.6,1714-04-01,146.03,1629.0,623.0,10.0,b
3910.0,271.7,-12.6152798600001,318.61106261456985,0.8978636498143594,41,22.0,323.9099,322.2733333,-398.6,217.0,2.743243,-56.14999999999998,41.0,22.0,323.85452,-398.6,-0.41,41,22.0,323.9099,322.2733333,-398.6,217.0,2.743243,1714.0,5.0,41.6,1714-05-01,147.29,1677.0,623.0,10.0,g
4004.0,271.6,-12.542091540000001,317.4481354802273,0.6340573456508688,42,22.55,335.5896,334.4566667,-399.7,216.8,2.755527,-56.349999999999966,42.0,22.55,335.57825,-399.7,-0.59,42,22.55,335.5896,334.4566667,-399.7,216.8,2.755527,1714.0,6.0,26.5,1714-06-01,148.33,1717.0,615.0,10.0,g
4096.0,272.8,-12.395341090000102,319.1381732232432,0.6340644686271447,43,23.1,346.8579,346.64,-396.0,217.4,2.726245,-55.74999999999997,43.0,23.1,346.88129,-396.0,0.03,43,23.1,346.8579,346.64,-396.0,217.4,2.726245,1714.0,7.0,150.3,1714-07-01,148.75,1726.0,623.0,10.0,g
4161.0,271.5,-12.321916399999964,317.5216280215933,0.6340576539777507,44,23.65,358.6178,359.39,-400.2,216.7,2.677694,-56.44999999999999,44.0,23.65,358.50821,-400.2,-0.67,44,23.65,358.6178,359.39,-400.2,216.7,2.677694,1714.0,8.0,79.6,1714-08-01,150.09,1774.0,618.0,10.0,g
4324.0,271.1,-11.71589999999992,316.59261011941027,0.6354905315601179,45,24.2,370.9679,372.14,-401.6,216.5,2.686326,-56.64999999999998,45.0,24.2,370.90112,-401.6,-0.9,45,24.2,370.9679,372.14,-401.6,216.5,2.686326,1714.0,9.0,66.3,1714-09-01,150.63,1793.0,613.0,10.0,b
4374.0,269.1,-10.568661719999909,318.20658038167187,1.7230639998931299,46,24.75,382.9111,384.89,-405.4,215.9,2.693056,-57.24999999999997,46.0,24.75,382.87436,-405.4,-1.53,46,24.75,382.9111,384.89,-405.4,215.9,2.693056,1714.0,10.0,114.1,1714-10-01,153.83,1907.0,613.0,10.0,b
4480.0,269.8,-10.31404479999992,313.0933880516286,1.8125207605745384,47,25.3,395.2021,397.84,-399.0,216.9,2.741105,-56.24999999999997,47.0,25.3,395.18558,-399.0,-0.47,47,25.3,395.2021,397.84,-399.0,216.9,2.741105,1714.0,11.0,82.2,1714-11-01,155.04,1951.0,605.0,10.0,g
4573.0,271.5,-9.092695849999927,311.98389241638387,1.8125192068450537,48,25.85,407.2843,410.79,-396.9,217.3,2.821527,-55.849999999999966,48.0,25.85,407.46558,-396.9,-0.12,48,25.85,407.2843,410.79,-396.9,217.3,2.821527,1714.0,12.0,90.2,1714-12-01,156.15,1995.0,599.0,10.0,g
4703.0,270.7,-8.56297111999993,316.3340200101121,0.9414004868608352,49,26.4,418.6733,423.74,-394.9,217.6,2.821524,-55.54999999999998,49.0,26.4,418.75491,-394.9,0.21,49,26.4,418.6733,423.74,-394.9,217.6,2.821524,1715.0,1.0,125.8,1715-01-01,157.58,2045.0,604.0,10.0,b
4766.0,269.3,-8.102785849999918,316.1014028920352,1.7230606961916066,50,26.95,430.4257,436.3933333,-406.6,215.7,2.818627,-57.44999999999999,50.0,26.95,430.39774,-406.6,-1.73,50,26.95,430.4257,436.3933333,-406.6,215.7,2.818627,1715.0,2.0,69.2,1715-02-01,159.33,2104.0,591.0,10.0,g
4874.0,268.6,-7.872424290000026,314.57216625352925,0.41090257566000843,51,27.5,442.5554,449.0466667,-395.2,217.6,2.827304,-55.54999999999998,51.0,27.5,442.40918,-395.2,0.16,51,27.5,442.5554,449.0466667,-395.2,217.6,2.827304,1715.0,3.0,76.7,1715-03-01,159.67,2115.0,594.0,10.0,g
5004.0,269.8,-7.257538840000052,315.2703546298443,1.1616551462109328,52,28.05,454.3007,461.7,-395.3,217.5,2.864376,-55.64999999999998,52.0,28.05,454.09915,-395.3,0.14,52,28.05,454.3007,461.7,-395.3,217.5,2.864376,1715.0,4.0,135.9,1715-04-01,159.78,2119.0,609.0,10.0,b
5094.0,267.6,-7.203373640000109,316.3253801823537,0.12694297547743788,53,28.6,466.2551,474.5333333,-399.5,216.8,2.850119,-56.349999999999966,53.0,28.6,466.12518,-399.5,-0.56,53,28.6,466.2551,474.5333333,-399.5,216.8,2.850119,1715.0,5.0,166.1,1715-05-01,162.05,2208.0,602.0,10.0,b
5160.0,265.3,-7.103747099999964,314.4370577968855,0.7862770621623857,54,29.15,478.2794,487.3666667,-401.0,216.6,2.831804,-56.54999999999998,54.0,29.15,478.21433,-401.0,-0.8,54,29.15,478.2794,487.3666667,-401.0,216.6,2.831804,1715.0,6.0,106.9,1715-06-01,163.82,2275.0,597.0,10.0,g
5274.0,265.2,-6.157200000000103,315.342073915026,0.6354715422654317,55,29.7,490.3924,500.2,-393.6,217.8,2.783818,-55.349999999999966,55.0,29.7,490.39719,-393.6,0.42,55,29.7,490.3924,500.2,-393.6,217.8,2.783818,1715.0,7.0,123.3,1715-07-01,164.83,2309.0,595.0,10.0,g
5370.0,267.6,-4.795964650000087,314.7139613439055,2.214638063555554,56,30.25,503.0865,513.42,-410.4,215.0,2.649808,-58.14999999999998,56.0,30.25,503.05731,-410.4,-2.36,56,30.25,503.0865,513.42,-410.4,215.0,2.649808,1715.0,8.0,108.2,1715-08-01,165.18,2321.0,594.0,10.0,g
5476.0,265.9,-3.791544359999989,313.1710570119369,0.634039485403577,57,30.8,516.0368,526.64,-401.3,216.5,2.628777,-56.64999999999998,57.0,30.8,515.651,-401.3,-0.85,57,30.8,516.0368,526.64,-401.3,216.5,2.628777,1715.0,9.0,128.3,1715-09-01,165.28,2325.0,597.0,10.0,b
5562.0,265.5,-3.7139373699999396,312.8003637775662,0.6340379489030816,58,31.35,529.475,539.86,-398.3,217.0,2.608592,-56.14999999999998,58.0,31.35,528.76422,-398.3,-0.36,58,31.35,529.475,539.86,-398.3,217.0,2.608592,1715.0,10.0,104.4,1715-10-01,167.09,2389.0,593.0,10.0,g
5657.0,260.7,-3.5585613600001125,312.22274083278216,1.4243345489180328,59,31.9,542.6268,553.08,-388.5,218.7,2.672903,-54.44999999999999,59.0,31.9,541.60858,-388.5,1.26,59,31.9,542.6268,553.08,-388.5,218.7,2.672903,1715.0,11.0,65.4,1715-11-01,167.8,2414.0,604.0,10.0,g
5716.0,266.7,-2.3839181700000154,312.1844627182946,0.4108872849421976,60,32.45,555.8396,566.3,-391.9,218.1,2.822153,-55.04999999999998,60.0,32.45,554.93121,-391.9,0.7,60,32.45,555.8396,566.3,-391.9,218.1,2.822153,1715.0,12.0,47.8,1715-12-01,168.09,2424.0,592.0,10.0,b
5855.0,265.5,-0.25090000000000146,312.0017776102837,0.6354211479753883,61,33.0,568.3494,579.52,-400.8,216.6,2.805037,-56.54999999999998,61.0,33.0,567.75421,-400.8,-0.77,61,33.0,568.3494,579.52,-400.8,216.6,2.805037,1716.0,1.0,17.8,1716-01-01,169.41,2482.0,579.0,10.0,g
5998.0,263.2,0.33152825999991364,313.6602846482332,2.21463680836238,62,33.55,580.9313,592.3966667,-387.7,218.8,2.790755,-54.349999999999966,62.0,33.55,580.59985,-387.7,1.4,62,33.55,580.9313,592.3966667,-387.7,218.8,2.790755,1716.0,2.0,55.5,1716-02-01,170.33,2515.0,603.0,10.0,b
6039.0,262.7,1.225945319999937,309.6939936066409,0.4108714596531573,63,34.1,593.5725,605.2733333,-401.4,216.5,2.787745,-56.64999999999998,63.0,34.1,593.51135,-401.4,-0.87,63,34.1,593.5725,605.2733333,-401.4,216.5,2.787745,1716.0,3.0,37.7,1716-03-01,170.47,2519.0,590.0,10.0,b
6131.0,261.2,2.2935130999999274,311.57094999761165,2.2146343319343007,64,34.65,606.2219,618.15,-401.0,216.6,2.813386,-56.54999999999998,64.0,34.65,606.47388,-401.0,-0.81,64,34.65,606.2219,618.15,-401.0,216.6,2.813386,1716.0,4.0,73.2,1716-04-01,173.05,2602.0,592.0,10.0,b
6263.0,261.1,3.3366031699999894,310.36290017732523,0.634027909426397,65,35.2,619.1082,630.7,-387.3,218.9,2.808731,-54.24999999999997,65.0,35.2,619.46606,-387.3,1.46,65,35.2,619.1082,630.7,-387.3,218.9,2.808731,1716.0,5.0,128.7,1716-05-01,173.69,2624.0,586.0,10.0,g
6354.0,259.4,3.3731399599998895,312.8663621464335,2.214635865625694,66,35.75,631.65,643.25,-390.2,218.4,2.808108,-54.74999999999997,66.0,35.75,632.04871,-390.2,0.98,66,35.75,631.65,643.25,-390.2,218.4,2.808108,1716.0,6.0,53.4,1716-06-01,176.21,2717.0,590.0,10.0,g
6434.0,262.1,4.38416084000005,312.5596867804179,2.2146355017928885,67,36.3,644.5452,655.8,-394.5,217.7,2.782628,-55.44999999999999,67.0,36.3,644.98712,-394.5,0.27,67,36.3,644.5452,655.8,-394.5,217.7,2.782628,1716.0,7.0,75.3,1716-07-01,176.28,2720.0,580.0,10.0,b
6545.0,262.9,4.442779830000063,311.9671347125998,2.082558942026396,68,36.85,657.9103,669.4466667,-401.9,216.4,2.545311,-56.74999999999997,68.0,36.85,658.25757,-401.9,-0.96,68,36.85,657.9103,669.4466667,-401.9,216.4,2.545311,1716.0,8.0,67.0,1716-08-01,176.38,2724.0,588.0,10.0,g
6617.0,258.1,4.6126112699998885,311.8114965345337,3.1236747780021643,69,37.4,672.1189,683.0933333,-399.8,216.8,2.556151,-56.349999999999966,69.0,37.4,672.12836,-399.8,-0.61,69,37.4,672.1189,683.0933333,-399.8,216.8,2.556151,1716.0,9.0,193.6,1716-09-01,176.69,2735.0,583.0,10.0,g
6713.0,257.6,5.037190190000047,310.440204448011,2.564594558034493,70,37.95,686.6481,696.74,-399.9,216.8,2.572144,-56.349999999999966,70.0,37.95,686.65106,-399.9,-0.63,70,37.95,686.6481,696.74,-399.9,216.8,2.572144,1716.0,10.0,144.4,1716-10-01,178.26,2793.0,580.0,10.0,g
6838.0,262.3,5.2356770799999595,311.2775834649954,0.4108815077188695,71,38.5,700.6882,711.2466667,-399.1,216.9,2.550936,-56.24999999999997,71.0,38.5,700.67932,-399.1,-0.49,71,38.5,700.6882,711.2466667,-399.1,216.9,2.550936,1716.0,11.0,122.4,1716-11-01,178.48,2800.0,578.0,10.0,b
6941.0,263.0,5.490957340000023,310.224309572614,0.6340273214805324,72,39.05,715.2436,725.7533333,-401.9,216.4,2.521643,-56.74999999999997,72.0,39.05,715.02704,-401.9,-0.96,72,39.05,715.2436,725.7533333,-401.9,216.4,2.521643,1716.0,12.0,77.4,1716-12-01,180.29,2857.0,577.0,10.0,g
7028.0,260.7,6.426352059999999,312.36164019507424,2.214635267170318,73,39.6,729.5808,740.26,-404.8,216.0,2.535807,-57.14999999999998,73.0,39.6,729.27771,-404.8,-1.44,73,39.6,729.5808,740.26,-404.8,216.0,2.535807,1717.0,1.0,99.0,1717-01-01,180.78,2877.0,577.0,10.0,b
7112.0,258.4,7.792658919999894,311.878053578341,2.768216484789498,74,40.15,744.6373,754.86,-401.6,216.5,2.548125,-56.64999999999998,74.0,40.15,744.23865,-401.6,-0.91,74,40.15,744.6373,754.86,-401.6,216.5,2.548125,1717.0,2.0,73.3,1717-02-01,183.97,2998.0,581.0,10.0,g
7234.0,260.1,7.964587149999943,312.8437329659678,2.5645970119051587,75,40.7,759.2383,769.46,-396.7,217.3,2.830327,-55.849999999999966,75.0,40.7,758.74341,-396.7,-0.1,75,40.7,759.2383,769.46,-396.7,217.3,2.830327,1717.0,3.0,74.3,1717-03-01,185.28,3026.0,573.0,10.0,b
7320.0,260.4,8.22030175000009,312.393938618938,2.214635305646748,76,41.25,772.3893,784.06,-397.1,217.2,2.841283,-55.94999999999999,76.0,41.25,772.40747,-397.1,-0.16,76,41.25,772.3893,784.06,-397.1,217.2,2.841283,1717.0,4.0,94.1,1717-04-01,187.28,3107.0,576.0,10.0,b
7413.0,259.7,9.160584629999903,311.80226771747726,2.214634605293885,77,41.8,785.8553,797.64,-394.2,217.7,2.84443,-55.44999999999999,77.0,41.8,785.83618,-394.2,0.32,77,41.8,785.8553,797.64,-394.2,217.7,2.84443,1717.0,5.0,79.2,1717-05-01,188.04,3139.0,589.0,10.0,g
7507.0,259.2,9.245991239999967,307.7386635857962,1.1616381875289121,78,42.35,798.9567,811.22,-395.9,217.4,2.903514,-55.74999999999997,78.0,42.35,798.90051,-395.9,0.03,78,42.35,798.9567,811.22,-395.9,217.4,2.903514,1717.0,6.0,74.3,1717-06-01,189.48,3210.0,568.0,10.0,b
7590.0,260.8,10.030999999999949,309.80091502114107,0.6353882419620955,79,42.9,812.1401,824.8,-392.7,218.0,3.133139,-55.14999999999998,79.0,42.9,812.30737,-392.7,0.56,79,42.9,812.1401,824.8,-392.7,218.0,3.133139,1717.0,7.0,65.3,1717-07-01,192.33,3308.0,581.0,10.0,b
7691.0,259.6,10.408172680000007,310.9510867188181,0.6340303293204513,80,43.45,824.3588,837.55,-390.4,218.3,3.136153,-54.849999999999966,80.0,43.45,824.81067,-390.4,0.94,80,43.45,824.3588,837.55,-390.4,218.3,3.136153,1717.0,8.0,93.1,1717-08-01,193.55,3360.0,589.0,10.0,g
7781.0,259.3,10.77751491999993,311.21179432912515,0.6340313851523534,81,44.0,836.5675,850.3,-389.0,218.6,3.139172,-54.54999999999998,81.0,44.0,837.10004,-389.0,1.17,81,44.0,836.5675,850.3,-389.0,218.6,3.139172,1717.0,9.0,96.0,1717-09-01,195.73,3433.0,573.0,10.0,b
7876.0,258.3,11.03227736000008,310.4566675193962,2.1689332920301743,82,44.55,848.7663,863.05,-387.0,218.9,3.075957,-54.24999999999997,82.0,44.55,849.37903,-387.0,1.5,82,44.55,848.7663,863.05,-387.0,218.9,3.075957,1717.0,10.0,65.3,1717-10-01,197.83,3506.0,570.0,10.0,g
7990.0,261.3,11.838400000000092,308.47982780846024,0.6353686009026864,83,45.1,861.5453,876.68,-402.3,216.4,2.756111,-56.74999999999997,83.0,45.1,861.96991,-402.3,-1.03,83,45.1,861.5453,876.68,-402.3,216.4,2.756111,1717.0,11.0,125.7,1717-11-01,198.2,3517.0,560.0,10.0,g
8050.0,260.7,11.870147509999924,311.94102882822733,1.3421143195864766,84,45.65,875.4421,890.31,-392.5,218.0,2.758608,-55.14999999999998,84.0,45.65,875.36835,-392.5,0.59,84,45.65,875.4421,890.31,-392.5,218.0,2.758608,1717.0,12.0,90.1,1717-12-01,200.13,3572.0,575.0,10.0,g
8181.0,261.8,12.132119869999997,311.52050972739016,2.2146342737612597,85,46.2,889.3285,903.94,-404.6,216.0,2.761102,-57.14999999999998,85.0,46.2,889.09241,-404.6,-1.41,85,46.2,889.3285,903.94,-404.6,216.0,2.761102,1718.0,1.0,62.5,1718-01-01,200.8,3602.0,596.0,10.0,g
8281.0,259.0,12.233306950000042,312.3293254879136,0.13456559096342216,86,46.75,903.5693,918.55,-390.5,218.3,2.744254,-54.849999999999966,86.0,46.75,903.1662,-390.5,0.92,86,46.75,903.5693,918.55,-390.5,218.3,2.744254,1718.0,2.0,75.7,1718-02-01,201.03,3614.0,578.0,10.0,b
8387.0,260.9,13.136785700000019,307.4076931745866,1.1616374521489643,87,47.3,917.8998,933.16,-402.3,216.4,2.734505,-56.74999999999997,87.0,47.3,917.33173,-402.3,-1.03,87,47.3,917.8998,933.16,-402.3,216.4,2.734505,1718.0,3.0,71.0,1718-03-01,203.33,3690.0,578.0,10.0,b
8477.0,260.4,14.12664190999999,309.3446868650601,2.8704087232296542,88,47.85,932.2836,947.77,-400.1,216.7,2.736998,-56.44999999999999,88.0,47.85,931.97516,-400.1,-0.67,88,47.85,932.2836,947.77,-400.1,216.7,2.736998,1718.0,4.0,89.0,1718-04-01,203.47,3697.0,581.0,10.0,b
8579.0,259.3,14.290543329999991,307.25859856593024,1.1616371204860099,89,48.4,947.0249,962.7,-399.4,216.9,2.746718,-56.24999999999997,89.0,48.4,946.98193,-399.4,-0.55,89,48.4,947.0249,962.7,-399.4,216.9,2.746718,1718.0,5.0,68.2,1718-05-01,205.63,3773.0,576.0,10.0,b
8653.0,262.0,14.94369888999995,306.3197983876916,1.1616350386215593,90,48.95,960.9822,977.63,-400.6,216.7,2.793314,-56.44999999999999,90.0,48.95,961.22705,-400.6,-0.75,90,48.95,960.9822,977.63,-400.6,216.7,2.793314,1718.0,6.0,27.5,1718-06-01,208.83,3892.0,574.0,10.0,g
8784.0,263.7,16.123575399999936,309.6306260790445,0.6340249031228801,91,49.5,975.4282,992.56,-393.8,217.8,2.795871,-55.349999999999966,91.0,49.5,975.76489,-393.8,0.38,91,49.5,975.4282,992.56,-393.8,217.8,2.795871,1718.0,7.0,60.6,1718-07-01,209.25,3905.0,578.0,10.0,g
8869.0,263.8,16.40695077999999,307.0755443187391,2.5645910826371363,92,50.05,989.8635,1007.383333,-398.5,217.0,2.798396,-56.14999999999998,92.0,50.05,990.15808,-398.5,-0.4,92,50.05,989.8635,1007.383333,-398.5,217.0,2.798396,1718.0,8.0,126.9,1718-08-01,211.14,3965.0,575.0,10.0,g
8973.0,265.2,17.219075570000086,305.94402817135216,1.1616342071053372,93,50.6,1004.288,1022.206667,-398.7,217.0,2.8391,-56.14999999999998,93.0,50.6,1004.54004,-398.7,-0.44,93,50.6,1004.288,1022.206667,-398.7,217.0,2.8391,1718.0,9.0,34.1,1718-09-01,211.81,3986.0,549.0,10.0,g
9092.0,260.6,17.462700710000036,308.27919921307927,2.214630463891003,94,51.15,1018.508,1037.03,-401.8,216.5,2.861252,-56.64999999999998,94.0,51.15,1018.7851,-401.8,-0.95,94,51.15,1018.508,1037.03,-401.8,216.5,2.861252,1718.0,10.0,95.6,1718-10-01,212.03,3994.0,568.0,10.0,b
9140.0,260.9,17.70639580000011,308.25556223436706,0.6340192586104747,95,51.7,1032.268,1051.463333,-395.2,217.6,2.863657,-55.54999999999998,95.0,51.7,1032.38147,-395.2,0.14,95,51.7,1032.268,1051.463333,-395.2,217.6,2.863657,1718.0,11.0,80.5,1718-11-01,214.33,4079.0,576.0,10.0,b
