EDC3_gas_a (yr),CO2 (ppmv),Gasage (yr BP) ,CO2 (ppmv),sigma mean CO2 (ppmv),bag,ztop,EDC3béta,AICC2012,deutfinal,temp,acc-EDC3beta,celsius,Bag,ztop,Age,Deuterium,Temperature,bag,ztop,EDC3béta,AICC2012,deutfinal,temp,acc-EDC3beta,Year,Month,Median montly series,Date,EDC1999 depth,gas age (edc3_gas_a),CH4 mean,1 s uncertainty,"Bern, Grenoble"
142058.0,190.4,4921.201818181818,270.7,0.5,283,155.1,4331.952,4366.42,-395.2,217.5,2.79,-55.64999999999998,283.0,155.1,4346.73633,-395.2,0.0,283,155.1,4331.952,4366.42,-395.2,217.5,2.79,1734.0,7.0,127.4,1734-07-01,411.13,11078.0,633.0,10.0,b
145363.0,196.9,4981.579878787878,269.3,1.0,284,155.65,4352.055,4385.993333,-393.4,217.8,2.915,-55.349999999999966,284.0,155.65,4367.11133,-393.4,0.29,284,155.65,4352.055,4385.993333,-393.4,217.8,2.915,1734.0,8.0,81.4,1734-08-01,412.51,11124.0,653.0,10.0,g
148831.0,203.0,5086.789939393939,268.6,1.1,285,156.2,4371.293,4405.566667,-394.9,217.6,2.915,-55.54999999999998,285.0,156.2,4386.60889,-394.9,0.04,285,156.2,4371.293,4405.566667,-394.9,217.6,2.915,1734.0,9.0,110.8,1734-09-01,412.78,11130.0,654.0,10.0,b
149803.0,191.9,5218.5661818181825,269.8,1.2,286,156.75,4390.536,4425.14,-397.1,217.2,2.815,-55.94999999999999,286.0,156.75,4406.00635,-397.1,-0.32,286,156.75,4390.536,4425.14,-397.1,217.2,2.815,1734.0,10.0,93.2,1734-10-01,415.08,11216.0,665.0,10.0,b
149921.0,188.9,5311.175757575757,267.6,0.6,287,157.3,4410.467,4444.616667,-400.6,216.6,2.787,-56.54999999999998,287.0,157.3,4425.51172,-400.6,-0.9,287,157.3,4410.467,4444.616667,-400.6,216.6,2.787,1734.0,11.0,82.5,1734-11-01,418.02,11325.0,643.0,10.0,g
151423.0,200.6,5357.548545454545,265.3,1.7,288,157.85,4430.602,4464.093333,-393.0,217.9,2.852,-55.24999999999997,288.0,157.85,4445.25098,-393.0,0.35,288,157.85,4430.602,4464.093333,-393.0,217.9,2.852,1734.0,12.0,156.8,1734-12-01,418.28,11333.0,559.0,10.0,b
154480.0,189.0,5533.289575757576,265.2,0.8,289,158.4,4450.283,4483.57,-387.1,218.9,3.033,-54.24999999999997,289.0,158.4,4464.99072,-387.1,1.33,289,158.4,4450.283,4483.57,-387.1,218.9,3.033,1735.0,1.0,122.7,1735-01-01,421.13,11410.0,469.0,10.0,b
155395.0,185.5,5581.297333333333,267.6,2.0,290,158.95,4468.793,4502.196667,-397.5,217.1,3.033,-56.04999999999998,290.0,158.95,4483.77734,-397.5,-0.39,290,158.95,4468.793,4502.196667,-397.5,217.1,3.033,1735.0,2.0,96.0,1735-02-01,426.8,11610.0,488.0,10.0,g
155813.0,187.5,5757.606363636363,265.9,0.9,291,159.5,4487.643,4520.823333,-390.4,218.3,2.902,-54.849999999999966,291.0,159.5,4502.65186,-390.4,0.78,291,159.5,4487.643,4520.823333,-390.4,218.3,2.902,1735.0,3.0,102.7,1735-03-01,427.08,11625.0,468.0,10.0,b
159562.0,204.3,5852.259636363636,265.5,0.8,292,160.05,4506.99,4539.45,-399.3,216.8,2.823,-56.349999999999966,292.0,160.05,4521.39404,-399.3,-0.7,292,160.05,4506.99,4539.45,-399.3,216.8,2.823,1735.0,4.0,93.4,1735-04-01,429.24,11717.0,477.0,10.0,b
159943.0,196.5,5934.091454545454,260.7,1.6,293,160.6,4526.883,4559.533333,-397.5,217.1,2.821,-56.04999999999998,293.0,160.6,4541.82617,-397.5,-0.4,293,160.6,4526.883,4559.533333,-397.5,217.1,2.821,1735.0,5.0,50.7,1735-05-01,431.26,11798.0,462.0,10.0,g
161679.0,191.6,5999.3760606060605,266.7,0.9,294,161.15,4546.795,4579.616667,-399.9,216.7,2.805,-56.44999999999999,294.0,161.15,4562.2583,-399.9,-0.8,294,161.15,4546.795,4579.616667,-399.9,216.7,2.805,1735.0,6.0,96.0,1735-06-01,431.48,11808.0,483.0,10.0,b
162228.0,190.1,6089.807878787879,265.5,0.8,295,161.7,4566.824,4599.7,-395.0,217.6,2.805,-55.54999999999998,295.0,161.7,4582.21631,-395.0,0.01,295,161.7,4566.824,4599.7,-395.0,217.6,2.805,1735.0,7.0,128.0,1735-07-01,434.33,11921.0,462.0,10.0,b
163024.0,186.7,6301.963333333333,263.2,0.6,296,162.25,4586.851,4619.333333,-394.1,217.7,2.846,-55.44999999999999,296.0,162.25,4601.92871,-394.1,0.16,296,162.25,4586.851,4619.333333,-394.1,217.7,2.846,1735.0,8.0,116.0,1735-08-01,436.81,12033.0,480.0,10.0,g
163698.0,183.8,6337.206909090909,262.7,0.9,297,162.8,4606.959,4638.966667,-393.4,217.8,2.874,-55.349999999999966,297.0,162.8,4621.9917,-393.4,0.27,297,162.8,4606.959,4638.966667,-393.4,217.8,2.874,1735.0,9.0,110.7,1735-09-01,436.98,12039.0,467.0,10.0,b
164439.0,196.6,6401.244848484847,261.2,0.7,298,163.35,4626.514,4658.6,-398.4,217.0,2.872,-56.14999999999998,298.0,163.35,4641.60693,-398.4,-0.56,298,163.35,4626.514,4658.6,-398.4,217.0,2.872,1735.0,10.0,130.7,1735-10-01,438.28,12094.0,479.0,10.0,g
167183.0,197.8,6572.291575757575,261.1,0.4,299,163.9,4646.086,4678.18,-395.1,217.5,2.849,-55.64999999999998,299.0,163.9,4661.22119,-395.1,-0.01,299,163.9,4646.086,4678.18,-395.1,217.5,2.849,1735.0,11.0,166.7,1735-11-01,443.13,12338.0,542.0,10.0,b
169492.0,197.7,6682.545393939393,259.4,0.6,300,164.45,4665.821,4697.76,-396.0,217.4,2.849,-55.74999999999997,300.0,164.45,4680.94629,-396.0,-0.16,300,164.45,4665.821,4697.76,-396.0,217.4,2.849,1735.0,12.0,120.0,1735-12-01,445.64,12477.0,651.0,10.0,g
171351.0,196.0,6769.652545454545,262.1,0.9,301,165.0,4685.918,4717.34,-397.3,217.2,2.871,-55.94999999999999,301.0,165.0,4701.09961,-397.3,-0.38,301,165.0,4685.918,4717.34,-397.3,217.2,2.871,1736.0,1.0,149.8,1736-01-01,445.78,12485.0,627.0,10.0,b
172434.0,190.3,6880.308666666668,262.9,0.5,302,165.55,4705.503,4737.08,-389.3,218.5,2.889,-54.64999999999998,302.0,165.55,4720.87256,-389.3,0.94,302,165.55,4705.503,4737.08,-389.3,218.5,2.889,1736.0,2.0,96.4,1736-02-01,448.08,12605.0,643.0,10.0,b
173135.0,189.4,6970.077393939396,258.1,1.4,303,166.1,4724.971,4756.82,-399.6,216.8,2.889,-56.349999999999966,303.0,166.1,4740.53955,-399.6,-0.76,303,166.1,4724.971,4756.82,-399.6,216.8,2.889,1736.0,3.0,68.7,1736-03-01,450.47,12736.0,610.0,10.0,g
173394.0,190.1,7038.269878787879,257.6,0.9,304,166.65,4744.443,4776.56,-402.3,216.3,2.707,-56.849999999999966,304.0,166.65,4760.20654,-402.3,-1.21,304,166.65,4744.443,4776.56,-402.3,216.3,2.707,1736.0,4.0,93.3,1736-04-01,450.73,12747.0,646.0,10.0,b
175306.0,207.7,7188.070303030302,262.3,0.9,305,167.2,4765.613,4796.936667,-396.7,217.3,2.706,-55.849999999999966,305.0,167.2,4780.67578,-396.7,-0.28,305,167.2,4765.613,4796.936667,-396.7,217.3,2.706,1736.0,5.0,99.5,1736-05-01,453.11,12884.0,661.0,10.0,g
177139.0,213.2,7274.009999999999,263.0,0.7,306,167.75,4786.405,4817.313333,-397.2,217.2,2.706,-55.94999999999999,306.0,167.75,4801.0752,-397.2,-0.37,306,167.75,4786.405,4817.313333,-397.2,217.2,2.706,1736.0,6.0,20.5,1736-06-01,453.58,12910.0,662.0,10.0,b
178179.0,217.7,7405.323818181818,260.7,0.6,307,168.3,4807.201,4837.69,-402.0,216.4,2.706,-56.74999999999997,307.0,168.3,4821.48047,-402.0,-1.16,307,168.3,4807.201,4837.69,-402.0,216.4,2.706,1736.0,7.0,49.2,1736-07-01,456.61,13070.0,670.0,10.0,g
179117.0,198.1,7497.865393939395,258.4,0.8,308,168.85,4828.386,4857.883333,-396.9,217.2,2.758,-55.94999999999999,308.0,168.85,4842.29346,-396.9,-0.32,308,168.85,4828.386,4857.883333,-396.9,217.2,2.758,1736.0,8.0,81.0,1736-08-01,456.78,13079.0,653.0,10.0,b
180068.0,199.7,7661.3663636363635,260.1,0.6,309,169.4,4848.799,4878.076667,-390.9,218.2,2.98,-54.94999999999999,309.0,169.4,4862.72705,-390.9,0.67,309,169.4,4848.799,4878.076667,-390.9,218.2,2.98,1736.0,9.0,71.8,1736-09-01,460.14,13255.0,646.0,10.0,b
182046.0,203.4,7719.5915151515155,260.4,0.4,310,169.95,4867.695,4898.27,-393.4,217.8,2.98,-55.349999999999966,310.0,169.95,4882.10645,-393.4,0.25,310,169.95,4867.695,4898.27,-393.4,217.8,2.98,1736.0,10.0,94.4,1736-10-01,461.92,13356.0,628.0,10.0,g
184685.0,210.7,7860.1816363636335,259.7,0.9,311,170.5,4886.938,4917.313333,-395.9,217.4,2.946,-55.74999999999997,311.0,170.5,4901.39893,-395.9,-0.16,311,170.5,4886.938,4917.313333,-395.9,217.4,2.946,1736.0,11.0,81.0,1736-11-01,463.16,13418.0,625.0,10.0,g
186697.0,231.3,7926.3653939393935,259.2,0.7,312,171.05,4906.053,4936.356667,-395.1,217.5,2.922,-55.64999999999998,312.0,171.05,4920.32568,-395.1,-0.03,312,171.05,4906.053,4936.356667,-395.1,217.5,2.922,1736.0,12.0,120.0,1736-12-01,463.38,13428.0,619.0,10.0,b
188436.0,231.4,7975.853939393939,260.8,1.4,313,171.6,4925.329,4955.4,-392.7,217.9,2.922,-55.24999999999997,313.0,171.6,4939.11084,-392.7,0.37,313,171.6,4925.329,4955.4,-392.7,217.9,2.922,1737.0,1.0,149.4,1737-01-01,464.58,13497.0,613.0,10.0,b
189076.0,220.3,8116.284242424243,259.6,0.5,314,172.15,4944.966,4974.896667,-389.0,218.5,2.909,-54.64999999999998,314.0,172.15,4958.24121,-389.0,0.98,314,172.15,4944.966,4974.896667,-389.0,218.5,2.909,1737.0,2.0,127.3,1737-02-01,466.84,13625.0,619.0,10.0,g
190352.0,218.0,8194.798787878788,259.3,0.9,315,172.7,4964.337,4994.393333,-397.9,217.1,2.909,-56.04999999999998,315.0,172.7,4977.55811,-397.9,-0.5,315,172.7,4964.337,4994.393333,-397.9,217.1,2.909,1737.0,3.0,93.0,1737-03-01,467.11,13637.0,623.0,10.0,g
192910.0,226.5,8351.876727272727,258.3,1.2,316,173.25,4983.706,5013.89,-398.9,216.9,2.856,-56.24999999999997,316.0,173.25,4997.41162,-398.9,-0.66,316,173.25,4983.706,5013.89,-398.9,216.9,2.856,1737.0,4.0,94.1,1737-04-01,467.31,13646.0,630.0,10.0,b
193481.0,220.0,8459.675757575757,261.3,0.9,317,173.8,5003.803,5033.816667,-396.8,217.2,2.795,-55.94999999999999,317.0,173.8,5017.63135,-396.8,-0.32,317,173.8,5003.803,5033.816667,-396.8,217.2,2.795,1737.0,5.0,49.8,1737-05-01,469.53,13771.0,612.0,10.0,b
195017.0,226.4,8546.579090909092,260.7,0.4,318,174.35,5023.971,5053.743333,-396.6,217.3,2.795,-55.849999999999966,318.0,174.35,5037.27734,-396.6,-0.29,318,174.35,5023.971,5053.743333,-396.6,217.3,2.795,1737.0,6.0,60.9,1737-06-01,472.94,13942.0,578.0,10.0,b
195673.0,241.2,8710.678181818183,261.8,1.0,319,174.9,5044.142,5073.67,-392.7,217.9,2.816,-55.24999999999997,319.0,174.9,5056.9209,-392.7,0.36,319,174.9,5044.142,5073.67,-392.7,217.9,2.816,1737.0,7.0,49.8,1737-07-01,473.1,13951.0,597.0,10.0,g
196179.0,242.6,8781.282363636365,259.0,1.1,320,175.45,5064.538,5093.896667,-400.6,216.6,2.816,-56.54999999999998,320.0,175.45,5077.15576,-400.6,-0.95,320,175.45,5064.538,5093.896667,-400.6,216.6,2.816,1737.0,8.0,116.2,1737-08-01,474.04,14010.0,569.0,10.0,g
198972.0,250.9,8911.853878787877,260.9,0.7,321,176.0,5084.561,5114.123333,-396.3,217.3,2.858,-55.849999999999966,321.0,176.0,5097.24316,-396.3,-0.24,321,176.0,5084.561,5114.123333,-396.3,217.3,2.858,1737.0,9.0,71.9,1737-09-01,479.43,14289.0,465.0,10.0,b
199918.0,239.1,8992.985757575756,260.4,0.6,322,176.55,5104.659,5134.35,-395.6,217.4,2.901,-55.74999999999997,322.0,176.55,5117.65625,-395.6,-0.13,322,176.55,5104.659,5134.35,-395.6,217.4,2.901,1737.0,10.0,94.1,1737-10-01,479.87,14312.0,476.0,10.0,g
201163.0,247.6,9060.173939393939,259.3,1.0,323,177.1,5124.103,5153.643333,-393.3,217.8,2.901,-55.349999999999966,323.0,177.1,5136.65674,-393.3,0.25,323,177.1,5124.103,5153.643333,-393.3,217.8,2.901,1737.0,11.0,80.8,1737-11-01,483.83,14535.0,461.0,10.0,b
202413.0,244.4,9143.01284848485,262.0,0.8,324,177.65,5143.911,5172.936667,-391.4,218.1,3.034,-55.04999999999998,324.0,177.65,5156.00537,-391.4,0.56,324,177.65,5143.911,5172.936667,-391.4,218.1,3.034,1737.0,12.0,119.5,1737-12-01,484.05,14547.0,470.0,10.0,g
202874.0,231.9,9295.308848484849,263.7,1.2,325,178.2,5162.511,5192.23,-391.3,218.2,3.041,-54.94999999999999,325.0,178.2,5174.81885,-391.3,0.58,325,178.2,5162.511,5192.23,-391.3,218.2,3.041,1738.0,1.0,149.7,1738-01-01,484.18,14555.0,469.0,10.0,g
203317.0,232.2,9361.11696969697,263.8,0.8,326,178.75,5181.065,5211.516667,-393.2,217.8,2.969,-55.349999999999966,326.0,178.75,5193.40039,-393.2,0.26,326,178.75,5181.065,5211.516667,-393.2,217.8,2.969,1738.0,2.0,72.9,1738-02-01,486.99,14711.0,459.0,10.0,b
203837.0,228.6,9436.703454545453,265.2,0.9,327,179.3,5200.425,5230.803333,-397.6,217.1,2.808,-56.04999999999998,327.0,179.3,5212.32373,-397.6,-0.47,327,179.3,5200.425,5230.803333,-397.6,217.1,2.808,1738.0,3.0,69.1,1738-03-01,489.77,14870.0,470.0,10.0,g
204480.0,226.3,9518.05903030303,260.6,1.7,328,179.85,5220.527,5250.09,-395.8,217.4,2.808,-55.74999999999997,328.0,179.85,5232.35645,-395.8,-0.17,328,179.85,5220.527,5250.09,-395.8,217.4,2.808,1738.0,4.0,94.7,1738-04-01,491.53,14966.0,476.0,10.0,b
204908.0,229.4,9524.439454545454,260.9,0.6,329,180.4,5241.007,5270.213333,-403.1,216.2,2.795,-56.94999999999999,329.0,180.4,5253.08057,-403.1,-1.38,329,180.4,5241.007,5270.213333,-403.1,216.2,2.795,1738.0,5.0,117.7,1738-05-01,495.61,15203.0,463.0,10.0,g
205362.0,231.4,9555.86393939394,263.0,0.4,330,180.95,5261.212,5290.336667,-396.3,217.3,2.792,-55.849999999999966,330.0,180.95,5273.03516,-396.3,-0.26,330,180.95,5261.212,5290.336667,-396.3,217.3,2.792,1738.0,6.0,96.0,1738-06-01,495.83,15217.0,451.0,10.0,b
205952.0,238.1,9573.266606060606,263.8,1.2,331,181.5,5281.809,5310.46,-390.6,218.3,2.898082,-54.849999999999966,331.0,181.5,5292.75488,-390.6,0.69,331,181.5,5281.809,5310.46,-390.6,218.3,2.898082,1738.0,7.0,48.6,1738-07-01,498.68,15393.0,452.0,10.0,b
206144.0,237.2,9901.037878787878,264.4,0.4,332,182.05,5301.296,5329.96,-396.0,217.4,3.021016,-55.74999999999997,332.0,182.05,5312.11328,-396.0,-0.21,332,182.05,5301.296,5329.96,-396.0,217.4,3.021016,1738.0,8.0,140.8,1738-08-01,501.14,15545.0,441.0,10.0,g
206810.0,230.0,9992.609575757577,264.2,0.9,333,182.6,5320.341,5349.46,-390.6,218.3,3.021346,-54.849999999999966,333.0,182.6,5331.5127,-390.6,0.68,333,182.6,5320.341,5349.46,-390.6,218.3,3.021346,1738.0,9.0,111.3,1738-09-01,501.33,15555.0,456.0,10.0,b
207120.0,240.5,10134.50303030303,264.0,0.3,334,183.15,5339.041,5368.96,-396.3,217.3,2.988672,-55.849999999999966,334.0,183.15,5350.51611,-396.3,-0.26,334,183.15,5339.041,5368.96,-396.3,217.3,2.988672,1738.0,10.0,152.3,1738-10-01,505.9,15844.0,441.0,10.0,g
207544.0,242.2,10192.954545454544,263.4,0.1,335,183.7,5358.3,5388.393333,-394.5,217.6,2.978703,-55.54999999999998,335.0,183.7,5369.94189,-394.5,0.03,335,183.7,5358.3,5388.393333,-394.5,217.6,2.978703,1738.0,11.0,107.5,1738-11-01,506.2,15865.0,438.0,10.0,g
208064.0,244.6,10299.554545454546,265.7,0.5,336,184.25,5377.271,5407.826667,-391.4,218.1,2.88213,-55.04999999999998,336.0,184.25,5389.17773,-391.4,0.54,336,184.25,5377.271,5407.826667,-391.4,218.1,2.88213,1738.0,12.0,119.0,1738-12-01,506.28,15870.0,473.0,10.0,b
208254.0,243.9,10366.55575757576,264.9,0.4,337,184.8,5397.244,5427.26,-407.6,215.5,2.563525,-57.64999999999998,337.0,184.8,5408.76025,-407.6,-2.14,337,184.8,5397.244,5427.26,-407.6,215.5,2.563525,1739.0,1.0,122.9,1739-01-01,508.99,16060.0,419.0,10.0,b
208803.0,247.2,10505.551515151516,267.5,0.4,338,185.35,5419.297,5449.29,-401.2,216.5,2.563804,-56.64999999999998,338.0,185.35,5430.22119,-401.2,-1.08,338,185.35,5419.297,5449.29,-401.2,216.5,2.563804,1739.0,2.0,96.1,1739-02-01,511.38,16213.0,424.0,10.0,g
208995.0,252.0,10680.480000000003,266.9,0.6,339,185.9,5441.759,5471.32,-402.4,216.3,2.728621,-56.849999999999966,339.0,185.9,5452.77002,-402.4,-1.28,339,185.9,5441.759,5471.32,-402.4,216.3,2.728621,1739.0,3.0,48.1,1739-03-01,511.77,16243.0,427.0,10.0,b
209432.0,246.9,10801.809090909092,266.0,1.1,340,186.45,5462.486,5493.35,-395.0,217.5,2.734077,-55.64999999999998,340.0,186.45,5474.10742,-395.0,-0.06,340,186.45,5462.486,5493.35,-395.0,217.5,2.734077,1739.0,4.0,61.5,1739-04-01,514.48,16430.0,405.0,10.0,b
209817.0,239.5,10835.743636363635,265.1,1.6,341,187.0,5483.554,5514.82,-402.5,216.3,2.5996,-56.849999999999966,341.0,187.0,5495.14404,-402.5,-1.3,341,187.0,5483.554,5514.82,-402.5,216.3,2.5996,1739.0,5.0,69.3,1739-05-01,516.87,16604.0,409.0,10.0,g
210154.0,257.4,10954.478787878788,267.6,0.7,342,187.55,5505.312,5536.29,-407.9,215.4,2.522791,-57.74999999999997,342.0,187.55,5516.06982,-407.9,-2.19,342,187.55,5505.312,5536.29,-407.9,215.4,2.522791,1739.0,6.0,96.1,1739-06-01,517.08,16617.0,404.0,10.0,g
210813.0,243.4,11089.615757575755,264.8,0.6,343,188.1,5528.154,5557.76,-399.6,216.8,2.715444,-56.349999999999966,343.0,188.1,5538.56299,-399.6,-0.82,343,188.1,5528.154,5557.76,-399.6,216.8,2.715444,1739.0,7.0,127.4,1739-07-01,519.56,16826.0,408.0,10.0,b
211858.0,251.2,11161.063636363637,264.8,0.4,344,188.65,5548.994,5577.706667,-394.6,217.6,3.045911,-55.54999999999998,344.0,188.65,5560.64307,-394.6,0.0,344,188.65,5548.994,5577.706667,-394.6,217.6,3.045911,1739.0,8.0,116.2,1739-08-01,519.7,16833.0,381.0,10.0,b
212716.0,241.4,11185.87090909091,265.0,0.8,345,189.2,5567.914,5597.653333,-387.2,218.8,3.046256,-54.349999999999966,345.0,189.2,5579.5249,-387.2,1.23,345,189.2,5567.914,5597.653333,-387.2,218.8,3.046256,1739.0,9.0,145.3,1739-09-01,522.4,17046.0,395.0,10.0,g
213270.0,240.3,11200.576363636363,265.3,0.4,346,189.75,5586.492,5617.6,-396.2,217.3,2.911256,-55.849999999999966,346.0,189.75,5597.93359,-396.2,-0.26,346,189.75,5586.492,5617.6,-396.2,217.3,2.911256,1739.0,10.0,70.4,1739-10-01,522.69,17075.0,389.0,10.0,g
213536.0,242.6,11256.567878787879,264.4,1.5,347,190.3,5606.294,5637.313333,-394.0,217.7,2.883713,-55.44999999999999,347.0,190.3,5617.146,-394.0,0.1,347,190.3,5606.294,5637.313333,-394.0,217.7,2.883713,1739.0,11.0,108.4,1739-11-01,525.6,17316.0,371.0,10.0,b
213984.0,247.5,11316.978787878788,264.1,0.7,348,190.85,5625.928,5657.026667,-399.1,216.9,2.879906,-56.24999999999997,348.0,190.85,5636.84375,-399.1,-0.75,348,190.85,5625.928,5657.026667,-399.1,216.9,2.879906,1739.0,12.0,55.9,1739-12-01,527.85,17506.0,375.0,10.0,g
214459.0,251.7,11339.371,264.8062514925239,1.6656998706343706,349,191.4,5645.956,5676.74,-395.2,217.5,2.871975,-55.64999999999998,349.0,191.4,5656.90234,-395.2,-0.1,349,191.4,5645.956,5676.74,-395.2,217.5,2.871975,1740.0,1.0,35.0,1740-01-01,528.11,17531.0,366.0,10.0,g
214794.0,251.1,11383.156,264.8396344162771,1.290916678425955,350,191.95,5665.678,5696.92,-396.0,217.4,2.872316,-55.74999999999997,350.0,191.95,5676.67773,-396.0,-0.24,350,191.95,5665.678,5696.92,-396.0,217.4,2.872316,1740.0,2.0,52.8,1740-02-01,528.24,17543.0,384.0,10.0,b
215382.0,245.3,11399.861,268.1638827775123,2.5459070312438925,351,192.5,5685.76,5717.1,-400.4,216.6,2.872647,-56.54999999999998,351.0,192.5,5696.82275,-400.4,-0.97,351,192.5,5685.76,5717.1,-400.4,216.6,2.872647,1740.0,3.0,48.2,1740-03-01,530.95,17789.0,366.0,10.0,b
216352.0,240.5,11417.453,264.4831386910426,2.038774675962592,352,193.05,5705.844,5737.28,-391.1,218.2,2.872978,-54.94999999999999,352.0,193.05,5716.83252,-391.1,0.57,352,193.05,5705.844,5737.28,-391.1,218.2,2.872978,1740.0,4.0,26.4,1740-04-01,532.42,17909.0,377.0,10.0,g
218361.0,214.1,11435.931,270.14345909208504,2.1099587251623033,353,193.6,5725.564,5756.82,-399.2,216.8,2.930149,-56.349999999999966,353.0,193.6,5736.2915,-399.2,-0.77,353,193.6,5725.564,5756.82,-399.2,216.8,2.930149,1740.0,5.0,69.9,1740-05-01,532.63,17923.0,371.0,10.0,b
219116.0,216.1,11453.064,268.86948241809176,0.6954811452089371,354,194.15,5745.263,5776.36,-386.2,219.0,3.019459,-54.14999999999998,354.0,194.15,5756.10742,-386.2,1.38,354,194.15,5745.263,5776.36,-386.2,219.0,3.019459,1740.0,6.0,36.5,1740-06-01,536.44,18256.0,375.0,10.0,b
220058.0,207.1,11472.799,269.09658248435426,2.5208974243791173,355,194.7,5764.035,5795.9,-398.9,216.9,3.019827,-56.24999999999997,355.0,194.7,5774.45898,-398.9,-0.72,355,194.7,5764.035,5795.9,-398.9,216.9,3.019827,1740.0,7.0,68.4,1740-07-01,538.82,18490.0,371.0,10.0,g
220739.0,208.8,11490.446,267.1659882944808,0.8515189257138913,356,195.25,5783.149,5814.726667,-389.0,218.5,3.061607,-54.64999999999998,356.0,195.25,5793.03125,-389.0,0.91,356,195.25,5783.149,5814.726667,-389.0,218.5,3.061607,1740.0,8.0,100.3,1740-08-01,539.07,18508.0,378.0,10.0,g
222030.0,205.6,11507.225,267.66344435702626,1.1530963256955427,357,195.8,5801.663,5833.553333,-388.4,218.6,3.072322,-54.54999999999998,357.0,195.8,5811.41699,-388.4,1.01,357,195.8,5801.663,5833.553333,-388.4,218.6,3.072322,1740.0,9.0,111.1,1740-09-01,539.22,18519.0,371.0,10.0,b
224269.0,203.3,11523.934,269.5087267559184,0.8505691950166642,358,196.35,5820.458,5852.38,-400.4,216.6,3.069576,-56.54999999999998,358.0,196.35,5830.54785,-400.4,-0.98,358,196.35,5820.458,5852.38,-400.4,216.6,3.069576,1740.0,10.0,70.7,1740-10-01,543.41,18873.0,373.0,10.0,g
224923.0,215.7,11543.596,266.8975316078414,0.6582745058901435,359,196.9,5839.274,5871.363333,-392.7,217.9,3.057502,-55.24999999999997,359.0,196.9,5849.67529,-392.7,0.29,359,196.9,5839.274,5871.363333,-392.7,217.9,3.057502,1740.0,11.0,80.8,1740-11-01,543.59,18890.0,379.0,10.0,b
225909.0,235.5,11559.612,262.7402713424808,1.420923135639131,360,197.45,5857.825,5890.346667,-391.0,218.2,3.05788,-54.94999999999999,360.0,197.45,5868.10498,-391.0,0.57,360,197.45,5857.825,5890.346667,-391.0,218.2,3.05788,1740.0,12.0,76.9,1740-12-01,548.51,19317.0,366.0,10.0,b
226711.0,234.5,11576.406,267.0926460402798,0.4985722841097915,361,198.0,5876.713,5909.33,-392.5,217.9,2.923567,-55.24999999999997,361.0,198.0,5886.7168,-392.5,0.32,361,198.0,5876.713,5909.33,-392.5,217.9,2.923567,1741.0,1.0,109.8,1741-01-01,549.95,19451.0,358.0,10.0,g
227027.0,233.1,11592.243,260.7019637596007,0.28649127816592435,362,198.55,5896.115,5929.466667,-397.7,217.1,2.832841,-56.04999999999998,362.0,198.55,5905.14307,-397.7,-0.54,362,198.55,5896.115,5929.466667,-397.7,217.1,2.832841,1741.0,2.0,52.9,1741-02-01,550.2,19479.0,377.0,10.0,b
227776.0,224.5,11611.307,261.3035570908851,1.5221230058969524,363,199.1,5916.514,5949.603333,-399.8,216.7,2.808355,-56.44999999999999,363.0,199.1,5925.8252,-399.8,-0.89,363,199.1,5916.514,5949.603333,-399.8,216.7,2.808355,1741.0,3.0,28.9,1741-03-01,552.5,19680.0,356.0,10.0,b
229423.0,232.4,11628.966,266.2202091929294,2.412823479042468,364,199.65,5936.72,5969.74,-398.7,216.9,2.669148,-56.24999999999997,364.0,199.65,5946.12646,-398.7,-0.71,364,199.65,5936.72,5969.74,-398.7,216.9,2.669148,1741.0,4.0,26.4,1741-04-01,552.66,19693.0,351.0,10.0,b
230422.0,233.9,11647.924,257.13429330946656,1.3404357790494443,365,200.2,5958.378,5990.843333,-403.7,216.1,2.669483,-57.04999999999998,365.0,200.2,5967.26807,-403.7,-1.54,365,200.2,5958.378,5990.843333,-403.7,216.1,2.669483,1741.0,5.0,22.3,1741-05-01,555.71,19963.0,374.0,10.0,b
231066.0,241.6,11664.542,247.5528586529488,0.3435083847400987,366,200.75,5980.031,6011.946667,-397.4,217.1,2.919156,-56.04999999999998,366.0,200.75,5988.59326,-397.4,-0.5,366,200.75,5980.031,6011.946667,-397.4,217.1,2.919156,1741.0,6.0,61.1,1741-06-01,557.44,20124.0,375.0,10.0,b
234817.0,245.2,11682.818,254.6155973344712,0.884033354158537,367,201.3,5999.476,6033.05,-391.7,218.1,2.970298,-55.04999999999998,367.0,201.3,6008.73047,-391.7,0.45,367,201.3,5999.476,6033.05,-391.7,218.1,2.970298,1741.0,7.0,68.5,1741-07-01,561.16,20466.0,384.0,10.0,g
235480.0,252.1,11701.438,253.99089690085395,1.4599509194956937,368,201.85,6018.945,6052.66,-394.5,217.6,2.922966,-55.54999999999998,368.0,201.85,6027.92334,-394.5,-0.02,368,201.85,6018.945,6052.66,-394.5,217.6,2.922966,1741.0,8.0,66.1,1741-08-01,561.19,20469.0,367.0,10.0,b
236114.0,241.4,11719.717,256.0430608603061,1.2558245486807351,369,202.4,6038.733,6072.27,-396.8,217.2,2.827996,-55.94999999999999,369.0,202.4,6047.11182,-396.8,-0.4,369,202.4,6038.733,6072.27,-396.8,217.2,2.827996,1741.0,9.0,91.7,1741-09-01,563.88,20708.0,378.0,10.0,b
