,year,CO2
178,24706.63174273859,190.62441306680537
179,24844.66338174274,190.72901550874093
180,24982.69502074689,190.8336179506765
181,25120.72665975104,190.9382203926121
182,25258.758298755187,191.04282283454765
183,25396.78993775934,191.14742527648323
184,25534.821576763487,191.25202771841882
185,25672.853215767635,191.35663016035437
186,25810.884854771786,191.46123260228995
187,25948.916493775934,191.5658350442255
188,26086.948132780082,191.50611299719182
189,26224.979771784234,191.36668709920784
190,26363.011410788382,191.22726120122385
191,26501.043049792534,191.08783530323987
192,26639.07468879668,190.94840940525586
193,26777.10632780083,190.80898350727188
194,26915.13796680498,190.6695576092879
195,27053.16960580913,190.5301317113039
196,27191.20124481328,190.39070581331993
197,27329.23288381743,190.2512799153359
198,27467.264522821577,190.11185401735193
199,27605.29616182573,189.97242811936795
200,27743.327800829877,189.83300222138396
201,27881.359439834025,189.69357632339998
202,28019.391078838176,189.55415042541597
203,28157.422717842324,189.41472452743199
204,28295.454356846472,189.275298629448
205,28433.485995850624,189.13587273146402
206,28571.517634854772,188.99644683348004
207,28709.549273858924,188.85702093549602
208,28847.58091286307,188.71759503751204
209,28985.61255186722,188.57816913952806
210,29123.64419087137,188.7027809935093
211,29261.67582987552,189.16432879373215
212,29399.70746887967,189.625876593955
213,29537.73910788382,190.08742439417787
214,29675.770746887967,190.54897219440073
215,29813.80238589212,191.0105199946236
216,29951.834024896267,191.47206779484645
217,30089.865663900415,191.89045360373734
218,30227.897302904566,192.26672746432192
219,30365.928941908714,192.6430013249065
220,30503.960580912862,193.01927518549107
221,30641.992219917014,193.39554904607564
222,30780.023858921162,193.77182290666022
223,30918.055497925314,194.1480967672448
224,31056.087136929462,194.52437062782934
225,31194.11877593361,194.90064448841392
226,31332.15041493776,195.2769183489985
227,31470.18205394191,195.65319220958307
228,31608.21369294606,196.02946607016764
229,31746.24533195021,196.40573993075222
230,31884.276970954357,196.7820137913368
231,32022.30860995851,197.15828765192137
232,32160.340248962657,197.53456151250595
233,32298.371887966805,197.91083537309052
234,32436.403526970957,198.2871092336751
235,32574.435165975105,198.66338309425964
236,32712.466804979253,199.03965695484422
237,32850.49844398341,199.41593081542882
238,32988.530082987556,199.7922046760134
239,33126.561721991704,200.16847853659795
240,33264.59336099585,200.54475239718252
241,33402.625,200.9210262577671
242,33540.65663900415,201.29730011835167
243,33678.6882780083,201.67357397893625
244,33816.71991701245,202.04984783952082
245,33954.7515560166,202.4261217001054
246,34092.78319502075,202.80239556068994
247,34230.814834024895,203.17866942127452
248,34368.84647302904,203.5549432818591
249,34506.8781120332,203.9312171424437
250,34644.90975103735,204.30749100302825
251,34782.941390041495,204.68376486361282
252,34920.97302904564,205.0600387241974
253,35059.00466804979,205.3771802350078
254,35197.036307053946,205.59022663152112
255,35335.067946058094,205.80327302803443
256,35473.09958506224,206.01631942454773
257,35611.13122406639,206.22936582106104
258,35749.16286307054,206.44241221757434
259,35887.19450207469,206.65545861408768
260,36025.22614107884,206.86850501060098
261,36163.25778008299,207.0815514071143
262,36301.28941908714,207.2945978036276
263,36439.321058091286,207.5076442001409
264,36577.35269709544,207.7206905966542
265,36715.38433609959,207.9337369931675
266,36853.41597510374,208.14678338968082
267,36991.447614107885,208.35982978619413
268,37129.47925311203,208.57287618270743
269,37267.51089211618,208.78592257922074
270,37405.542531120336,208.99896897573407
271,37543.574170124484,209.1
272,37681.60580912863,209.1
273,37819.63744813278,209.1
274,37957.66908713693,209.1
275,38095.70072614108,209.1
276,38233.73236514523,209.1
277,38371.76400414938,209.1
278,38509.79564315353,209.1
279,38647.827282157676,209.1
280,38785.858921161824,209.1
281,38923.89056016598,209.1
282,39061.92219917013,209.1
283,39199.953838174275,209.1
284,39337.98547717842,209.1
285,39476.01711618257,209.1
286,39614.048755186726,209.1
287,39752.080394190874,209.1
288,39890.11203319502,209.1
289,40028.14367219917,209.1
290,40166.17531120332,209.1
291,40304.206950207474,209.1
292,40442.23858921162,209.1
293,40580.27022821577,209.1
294,40718.30186721992,209.1
295,40856.333506224066,209.1
296,40994.36514522822,209.1
297,41132.39678423237,209.1
298,41270.42842323652,209.1
299,41408.460062240665,209.1
300,41546.49170124481,209.1
301,41684.52334024896,209.1
302,41822.55497925312,209.1
303,41960.586618257264,209.1
304,42098.61825726141,209.1
305,42236.64989626556,209.1
306,42374.68153526971,209.1
307,42512.713174273864,209.1
308,42650.74481327801,209.1
309,42788.77645228216,209.1
310,42926.80809128631,209.1
311,43064.839730290456,209.1
312,43202.871369294604,209.1
313,43340.90300829876,209.1
314,43478.93464730291,209.1
315,43616.966286307055,208.49626369424408
316,43754.9979253112,207.78379590167836
317,43893.02956431535,207.0713281091126
318,44031.06120331951,206.35886031654687
319,44169.092842323655,205.64639252398112
320,44307.1244813278,204.9339247314154
321,44445.15612033195,204.22145693884968
322,44583.1877593361,203.50898914628397
323,44721.219398340254,202.7965213537182
324,44859.2510373444,202.08405356115247
325,44997.28267634855,201.37158576858673
326,45135.3143153527,200.659117976021
327,45273.345954356846,199.9466501834553
328,45411.377593361,199.23418239088952
329,45549.40923236515,198.5217145983238
330,45687.4408713693,197.80924680575805
331,45825.472510373445,197.09677901319233
332,45963.50414937759,196.3843112206266
333,46101.53578838174,195.67184342806087
334,46239.5674273859,194.95937563549512
335,46377.599066390045,194.24690784292937
336,46515.63070539419,193.53444005036366
337,46653.66234439834,192.82197225779794
338,46791.69398340249,192.10950446523222
339,46929.725622406644,191.39703667266645
340,47067.75726141079,190.68456888010073
341,47205.78890041494,189.97210108753498
342,47343.82053941909,189.29536331654995
343,47481.852178423236,189.21352637642892
344,47619.883817427384,189.13168943630788
345,47757.91545643154,189.04985249618684
346,47895.94709543569,188.9680155560658
347,48033.978734439836,188.88617861594477
348,48172.01037344398,188.80434167582374
349,48310.04201244813,188.7225047357027
350,48448.07365145229,188.64066779558166
351,48586.105290456435,188.55883085546063
352,48724.13692946058,188.4769939153396
353,48862.16856846473,188.61203102354625
354,49000.20020746888,192.19490969147688
355,49138.231846473034,195.7777883594077
356,49276.26348547718,199.36066702733834
357,49414.29512448133,202.94354569526897
358,49552.32676348548,206.52642436319962
359,49690.358402489626,210.10206274814172
360,49828.39004149378,210.8964894474462
361,49966.42168049793,211.69091614675068
362,50104.45331950208,212.48534284605512
363,50242.484958506226,213.27976954535956
364,50380.516597510374,214.07419624466402
365,50518.54823651452,214.86862294396846
366,50656.57987551868,215.66304964327296
367,50794.611514522825,213.7629602574593
368,50932.64315352697,211.73143002662454
369,51070.67479253112,209.69989979578978
370,51208.70643153527,207.66836956495501
371,51346.738070539424,205.63683933412017
372,51484.76970954357,203.6053091032854
373,51622.80134854772,201.57377887245065
374,51760.83298755187,199.5422486416159
375,51898.86462655602,197.51071841078115
376,52036.896265560164,195.4791881799464
377,52174.92790456432,193.44765794911152
378,52312.95954356847,191.41612771827678
379,52450.991182572616,190.85886613143282
380,52589.022821576764,191.77692611885948
381,52727.05446058091,192.69498610628614
382,52865.08609958507,193.61304609371285
383,53003.117738589215,194.53110608113948
384,53141.14937759336,195.44916606856614
385,53279.18101659751,196.3672260559928
386,53417.21265560166,197.28528604341946
387,53555.244294605815,198.20334603084615
388,53693.27593360996,199.1214060182728
389,53831.30757261411,200.03946600569947
390,53969.33921161826,200.95752599312613
391,54107.37085062241,201.87558598055276
392,54245.40248962656,202.79364596797947
393,54383.43412863071,203.71170595540613
394,54521.46576763486,204.62976594283276
395,54659.497406639006,205.54782593025942
396,54797.529045643154,206.46588591768608
397,54935.5606846473,207.38394590511274
398,55073.59232365146,208.30200589253943
399,55211.623962655605,209.22006587996609
400,55349.65560165975,210.13812586739274
401,55487.6872406639,211.0561858548194
402,55625.71887966805,211.97424584224606
403,55763.750518672205,212.89230582967275
404,55901.78215767635,213.8103658170994
405,56039.8137966805,214.72842580452607
406,56177.84543568465,215.64648579195273
407,56315.8770746888,216.56454577937936
408,56453.908713692945,217.48260576680602
409,56591.9403526971,218.40066575423273
410,56729.97199170125,219.31872574165936
411,56868.003630705396,220.23678572908602
412,57006.035269709544,221.15484571651268
413,57144.06690871369,220.58654469514107
414,57282.09854771785,217.84531882388106
415,57420.130186721995,215.1040929526212
416,57558.16182572614,212.36286708136132
417,57696.19346473029,210.28623196512353
418,57834.22510373444,209.88556342437715
419,57972.256742738595,209.48489488363077
420,58110.28838174274,209.0842263428844
421,58248.32002074689,208.683557802138
422,58386.35165975104,208.28288926139166
423,58524.38329875519,207.88222072064528
424,58662.41493775934,207.48155217989887
425,58800.44657676349,207.08088363915252
426,58938.47821576764,206.68021509840614
427,59076.509854771786,206.27954655765976
428,59214.541493775934,205.87887801691338
429,59352.57313278008,205.47820947616702
430,59490.60477178424,205.07754093542061
431,59628.636410788386,204.67687239467423
432,59766.66804979253,204.27620385392788
433,59904.69968879668,203.8755353131815
434,60042.73132780083,203.47486677243512
435,60180.762966804985,203.07419823168874
436,60318.79460580913,202.67352969094236
437,60456.82624481328,202.27286115019598
438,60594.85788381743,201.8721926094496
439,60732.88952282158,201.47152406870325
440,60870.921161825725,201.07085552795687
441,61008.95280082988,200.67018698721046
442,61146.98443983403,200.2695184464641
443,61285.016078838176,199.86884990571772
444,61423.047717842324,199.46818136497134
445,61561.07935684647,199.06751282422496
446,61699.11099585063,198.66684428347858
447,61837.142634854776,198.2661757427322
448,61975.174273858924,197.86550720198582
449,62113.20591286307,197.46483866123947
450,62251.23755186722,197.0641701204931
451,62389.269190871375,196.6635015797467
452,62527.30082987552,196.26283303900033
453,62665.33246887967,195.86216449825395
454,62803.36410788382,195.46149595750757
455,62941.39574688797,195.1455079745851
456,63079.42738589212,194.8866986514523
457,63217.45902489627,194.6278893283195
458,63355.49066390042,194.36908000518673
459,63493.52230290457,194.11027068205394
460,63631.553941908714,193.85146135892117
461,63769.58558091286,193.5926520357884
462,63907.61721991702,193.3338427126556
463,64045.648858921166,193.07503338952282
464,64183.680497925314,192.81622406639005
465,64321.71213692946,192.55741474325725
466,64459.74377593361,192.2986054201245
467,64597.775414937765,192.0397960969917
468,64735.80705394191,191.78098677385893
469,64873.83869294606,191.52217745072613
470,65011.87033195021,191.65504616182574
471,65149.90197095436,192.13815689834027
472,65287.933609958505,192.62126763485477
473,65425.96524896266,193.1043783713693
474,65563.99688796682,193.58748910788387
475,65702.02852697096,194.07059984439834
476,65840.06016597511,194.5537105809129
477,65978.09180497925,195.14786193372365
478,66116.12344398341,196.0230527563723
479,66254.15508298755,196.89824357902086
480,66392.1867219917,197.7734344016695
481,66530.21836099586,198.64862522431818
482,66668.25,199.52381604696674
483,66806.28163900416,200.3990068696154
484,66944.3132780083,201.27419769226395
485,67082.34491701245,202.1493885149126
486,67220.3765560166,203.02457933756128
487,67358.40819502075,203.89977016020984
488,67496.4398340249,204.7749609828585
489,67634.47147302904,205.65015180550705
490,67772.5031120332,206.5253426281557
491,67910.53475103735,207.40053345080437
492,68048.5663900415,208.27572427345294
493,68186.59802904565,209.15091509610158
494,68324.62966804979,210.02610591875015
495,68462.66130705395,210.9012967413988
496,68600.69294605809,211.77648756404736
497,68738.72458506224,212.65167838669603
498,68876.7562240664,213.52686920934468
499,69014.78786307054,214.40206003199324
500,69152.8195020747,215.2772508546419
501,69290.85114107883,216.15244167729045
502,69428.88278008299,217.02763249993913
503,69566.91441908714,217.90282332258778
504,69704.94605809129,218.77801414523634
505,69842.97769709544,219.653204967885
506,69981.00933609958,220.52839579053355
507,70119.04097510374,221.40358661318223
508,70257.07261410789,222.27877743583088
509,70395.10425311203,223.15396825847944
510,70533.13589211619,224.02915908112809
511,70671.16753112033,224.90434990377665
512,70809.19917012448,225.77954072642532
513,70947.23080912864,226.65473154907397
514,71085.26244813278,227.329968965399
515,71223.29408713694,227.44404470011318
516,71361.32572614108,227.55812043482734
517,71499.35736514523,227.6721961695415
518,71637.38900414939,227.7862719042557
519,71775.42064315353,227.90034763896986
520,71913.45228215768,228.01442337368405
521,72051.48392116182,228.12849910839822
522,72189.51556016598,228.24257484311238
523,72327.54719917013,228.35665057782657
524,72465.57883817428,228.47072631254073
525,72603.61047717843,228.5848020472549
526,72741.64211618257,228.69887778196906
527,72879.67375518673,228.81295351668325
528,73017.70539419088,228.9270292513974
529,73155.73703319502,229.04110498611158
530,73293.76867219918,228.89576240979093
531,73431.80031120332,228.47353970572524
532,73569.83195020747,228.05131700165953
533,73707.86358921161,227.62909429759384
534,73845.89522821577,227.2068715935281
535,73983.92686721993,226.78464888946237
536,74121.95850622407,226.36242618539669
537,74259.99014522822,225.94020348133094
538,74398.02178423236,225.51798077726528
539,74536.05342323652,225.09575807319953
540,74674.08506224067,224.67353536913382
541,74812.11670124481,224.25131266506813
542,74950.14834024897,223.82908996100238
543,75088.17997925311,223.4068672569367
544,75226.21161825726,222.98464455287098
545,75364.24325726142,222.56242184880523
546,75502.27489626556,222.14019914473954
547,75640.30653526972,221.71797644067382
548,75778.33817427386,221.29575373660813
549,75916.36981327801,220.8735310325424
550,76054.40145228217,220.45130832847667
551,76192.43309128631,220.02908562441098
552,76330.46473029046,219.60686292034524
553,76468.4963692946,219.18464021627958
554,76606.52800829876,218.76241751221383
555,76744.55964730291,218.3401948081481
556,76882.59128630706,217.91797210408242
557,77020.62292531121,217.49574940001668
558,77158.65456431535,217.13853920217872
559,77296.6862033195,217.7532009053918
560,77434.71784232365,218.3678626086048
561,77572.7494813278,218.98252431181788
562,77710.78112033196,219.59718601503099
563,77848.8127593361,220.211847718244
564,77986.84439834025,220.82650942145708
565,78124.8760373444,221.4411711246701
566,78262.90767634855,222.00240667314137
567,78400.9393153527,222.52478062576918
568,78538.97095435685,223.04715457839694
569,78677.002593361,223.56952853102476
570,78815.03423236514,224.09190248365252
571,78953.0658713693,224.61427643628033
572,79091.09751037345,225.13665038890818
573,79229.1291493776,225.65902434153594
574,79367.16078838175,226.18139829416376
575,79505.19242738589,226.70377224679152
576,79643.22406639004,227.22614619941933
577,79781.2557053942,227.74852015204715
578,79919.28734439834,228.2708941046749
579,80057.3189834025,228.79326805730275
580,80195.35062240664,229.3156420099305
581,80333.38226141079,229.83801596255833
582,80471.41390041495,230.36038991518615
583,80609.44553941909,230.8827638678139
584,80747.47717842324,231.65511215746926
585,80885.50881742738,232.43598998211831
586,81023.54045643154,233.21686780676745
587,81161.5720954357,233.9977456314166
588,81299.60373443984,234.77862345606562
589,81437.63537344399,235.55950128071476
590,81575.66701244813,236.3403791053638
591,81713.69865145229,237.12125693001295
592,81851.73029045644,237.90213475466206
593,81989.76192946058,238.6830125793111
594,82127.79356846474,239.46389040396025
595,82265.82520746888,240.2447682286093
596,82403.85684647303,241.0256460532584
597,82541.88848547717,240.45919663565203
598,82679.92012448133,239.7509556931635
599,82817.95176348549,239.04271475067492
600,82955.98340248963,238.3344738081864
601,83094.01504149378,237.62623286569786
602,83232.04668049792,236.91799192320934
603,83370.07831950208,235.9439855288178
604,83508.10995850623,234.24637825556024
605,83646.14159751037,232.54877098230287
606,83784.17323651453,230.85116370904532
607,83922.20487551867,229.15355643578795
608,84060.23651452283,227.3919682266783
609,84198.26815352698,225.49472059893193
610,84336.29979253112,223.5974729711858
611,84474.33143153528,221.70022534343943
612,84612.36307053942,219.80297771569326
613,84750.39470954357,217.9057300879469
614,84888.42634854773,216.00848246020055
615,85026.45798755187,214.21557481924654
616,85164.48962655602,214.54846766094474
617,85302.52126556016,214.88136050264293
618,85440.55290456432,215.21425334434116
619,85578.58454356848,215.54714618603938
620,85716.61618257262,215.88003902773758
621,85854.64782157677,216.2129318694358
622,85992.67946058091,216.54582471113397
623,86130.71109958507,216.8787175528322
624,86268.74273858921,216.54511253035548
625,86406.77437759336,215.82951071524178
626,86544.80601659752,215.11390890012808
627,86682.83765560166,214.39830708501444
628,86820.86929460581,213.68270526990074
629,86958.90093360996,212.9671034547871
630,87096.93257261411,212.2515016396734
631,87234.96421161827,211.5358998245597
632,87372.9958506224,210.82029800944605
633,87511.02748962656,210.10469619433235
634,87649.0591286307,209.3890943792187
635,87787.09076763486,208.673492564105
636,87925.12240663901,208.05392745391475
637,88063.15404564315,208.9703670243521
638,88201.18568464731,209.8868065947895
639,88339.21732365145,210.80324616522682
640,88477.2489626556,211.71968573566426
641,88615.28060165976,212.6361253061017
642,88753.3122406639,213.552564876539
643,88891.34387966806,214.46900444697644
644,89029.3755186722,215.38544401741376
645,89167.40715767635,216.3018835878512
646,89305.43879668051,217.21832315828863
647,89443.47043568465,218.13476272872595
648,89581.5020746888,219.05120229916335
649,89719.53371369294,219.9676418696007
650,89857.5653526971,220.8840814400381
651,89995.59699170126,221.80052101047553
652,90133.6286307054,222.71696058091285
653,90271.66026970955,223.6334001513503
654,90409.69190871369,224.44219375081406
655,90547.72354771785,225.07664410946543
656,90685.755186722,225.7110944681168
657,90823.78682572614,226.34554482676816
658,90961.8184647303,226.97999518541954
659,91099.85010373444,227.61444554407086
660,91237.8817427386,228.24889590272224
661,91375.91338174274,228.45128205942274
662,91513.94502074689,228.61581719612226
663,91651.97665975105,228.78035233282182
664,91790.00829875519,228.94488746952135
665,91928.03993775934,229.10942260622087
666,92066.07157676348,229.2739577429204
667,92204.10321576764,229.43849287961993
668,92342.1348547718,229.60302801631948
669,92480.16649377593,229.767563153019
670,92618.19813278009,229.93209828971854
671,92756.22977178423,230.09663342641807
672,92894.26141078839,230.2611685631176
673,93032.29304979254,230.42570369981715
674,93170.32468879668,230.59023883651668
675,93308.35632780084,230.7547739732162
676,93446.38796680498,230.91930910991573
677,93584.41960580913,231.08384424661526
678,93722.45124481329,231.2483793833148
679,93860.48288381743,231.41291452001434
680,93998.51452282158,231.57744965671387
681,94136.54616182572,231.7419847934134
682,94274.57780082988,231.90651993011295
683,94412.60943983404,231.9327549987316
684,94550.64107883818,231.7770424510923
685,94688.67271784233,231.621329903453
686,94826.70435684647,231.46561735581366
687,94964.73599585063,231.30990480817434
688,95102.76763485477,231.154192260535
689,95240.79927385892,230.9984797128957
690,95378.83091286308,230.84276716525636
691,95516.86255186722,230.68705461761704
692,95654.89419087138,230.5313420699777
693,95792.92582987552,230.3756295223384
694,95930.95746887967,230.21991697469906
695,96068.98910788383,230.06420442705974
696,96207.02074688797,229.9084918794204
697,96345.05238589212,229.75277933178108
698,96483.08402489626,229.5970667841418
699,96621.11566390042,229.44135423650243
700,96759.14730290457,229.2856416888631
701,96897.17894190871,229.1299291412238
702,97035.21058091287,228.97421659358446
703,97173.24221991701,228.81850404594516
704,97311.27385892117,228.66279149830584
705,97449.30549792532,228.50707895066648
706,97587.33713692946,228.35136640302719
707,97725.36877593362,228.19565385538786
708,97863.40041493776,228.03994130774853
709,98001.43205394191,227.8842287601092
710,98139.46369294607,227.72851621246988
711,98277.49533195021,227.57280366483056
712,98415.52697095436,227.41709111719123
713,98553.5586099585,227.2613785695519
714,98691.59024896266,227.10566602191258
715,98829.62188796682,226.94995347427326
716,98967.65352697096,226.79424092663393
717,99105.68516597511,226.6385283789946
718,99243.71680497925,226.48281583135528
719,99381.74844398341,226.32710328371596
720,99519.78008298756,226.17139073607663
721,99657.8117219917,226.0156781884373
722,99795.84336099586,225.85996564079798
723,99933.875,226.22952935222673
724,100071.90663900416,226.92807003544615
725,100209.9382780083,227.6266107186655
726,100347.96991701245,228.32515140188488
727,100486.0015560166,229.0236920851043
728,100624.03319502075,229.72223276832364
729,100762.0648340249,230.42077345154303
730,100900.09647302904,231.22202684811094
731,101038.1281120332,232.14526478443258
732,101176.15975103735,233.06850272075425
733,101314.1913900415,233.9917406570758
734,101452.22302904565,234.91497859339745
735,101590.25466804979,235.838216529719
736,101728.28630705395,236.76145446604065
737,101866.3179460581,236.29836950739437
738,102004.34958506224,235.59051494839875
739,102142.3812240664,234.8826603894031
740,102280.41286307054,234.1748058304075
741,102418.4445020747,233.46695127141183
742,102556.47614107885,232.75909671241615
743,102694.50778008299,232.05124215342056
744,102832.53941908714,231.34338759442488
745,102970.57105809129,230.6355330354293
746,103108.60269709544,229.92767847643364
747,103246.6343360996,229.21982391743796
748,103384.66597510374,228.51196935844237
749,103522.69761410789,228.50979742062103
750,103660.72925311203,229.49016741516215
751,103798.76089211619,230.47053740970335
752,103936.79253112033,231.45090740424448
753,104074.82417012448,232.43127739878568
754,104212.85580912864,233.4116473933269
755,104350.88744813278,234.392017387868
756,104488.91908713694,235.37238738240924
757,104626.95072614108,236.35275737695034
758,104764.98236514523,236.48778014976935
759,104903.01400414939,235.5547336629387
760,105041.04564315353,234.62168717610814
761,105179.07728215768,233.68864068927746
762,105317.10892116182,232.7555942024469
763,105455.14056016598,231.82254771561622
764,105593.17219917013,230.88950122878558
765,105731.20383817428,230.97238763259108
766,105869.23547717843,231.51229522725478
767,106007.26711618257,232.05220282191843
768,106145.29875518673,232.59211041658213
769,106283.33039419088,233.13201801124586
770,106421.36203319502,233.6719256059095
771,106559.39367219918,234.2118332005732
772,106697.42531120332,234.75174079523686
773,106835.45695020747,235.29164838990056
774,106973.48858921163,235.83155598456426
775,107111.52022821577,236.3714635792279
776,107249.55186721993,236.9113711738916
777,107387.58350622407,237.45127876855526
778,107525.61514522822,237.99118636321896
779,107663.64678423238,239.29126516257767
780,107801.67842323652,241.07076712883313
781,107939.71006224067,242.8502690950888
782,108077.74170124481,244.6297710613443
783,108215.77334024897,245.81291987001467
784,108353.80497925312,246.28110713738187
785,108491.83661825726,246.74929440474904
786,108629.86825726142,247.21748167211626
787,108767.89989626556,247.6856689394834
788,108905.93153526972,248.15385620685063
